headword	headword_pos	category	relation	collocation	normalized_collocation	confidence	_source_file	_target_hint	headword_norm	collocation_norm	confidence_score	quarantine_reason
hitch	noun	ADJ	adjective_modifier	slight [ last-minute	slight [ last-minute	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	hitch	slight [ last-minute	0.9	noise_or_fragment_filter
hockey	noun	ADJ	adjective_modifier	mens’	mens’	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	hockey	mens’	0.9	noise_or_fragment_filter
hole	noun	ADJ	adjective_modifier	—_ round	—_ round	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	hole	—_ round	0.9	noise_or_fragment_filter
honour	noun	ADJ	adjective_modifier	full~s	full~s	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	honour	full~s	0.9	noise_or_fragment_filter
horn	noun	ADJ	adjective_modifier	cow’s	cow’s	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	horn	cow’s	0.9	noise_or_fragment_filter
humiliation	noun	ADJ	adjective_modifier	public { national	public { national	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	humiliation	public { national	0.9	noise_or_fragment_filter
humour	noun	ADJ	adjective_modifier	wry With wry humour	wry with wry humour	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	humour	wry with wry humour	0.9	noise_or_fragment_filter
icon	noun	ADJ	adjective_modifier	national [ cultural	national [ cultural	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	icon	national [ cultural	0.9	noise_or_fragment_filter
idea	noun	ADJ	adjective_modifier	wild [ half-baked	wild [ half-baked	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	idea	wild [ half-baked	0.9	noise_or_fragment_filter
idiot	noun	ADJ	adjective_modifier	feel (like)	feel (like)	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	idiot	feel (like)	0.9	noise_or_fragment_filter
impact	noun	ADJ	adjective_modifier	negligible } full	negligible } full	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	impact	negligible } full	0.9	noise_or_fragment_filter
implication	noun	ADJ	adjective_modifier	have [ understand	have [ understand	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	implication	have [ understand	0.9	noise_or_fragment_filter
inactivity	noun	ADJ	adjective_modifier	poli ica}	poli ica}	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	inactivity	poli ica}	0.9	noise_or_fragment_filter
inclusive	adjective	ADJ	adjective_modifier	below- } average	below- } average	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	inclusive	below- } average	0.9	noise_or_fragment_filter
indiscretion	noun	ADJ	adjective_modifier	youthful } dietary	youthful } dietary	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	indiscretion	youthful } dietary	0.9	noise_or_fragment_filter
injection	noun	ADJ	adjective_modifier	booster Can	booster can	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	injection	booster can	0.9	noise_or_fragment_filter
injury	noun	ADJ	adjective_modifier	fata!	fata!	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	injury	fata!	0.9	noise_or_fragment_filter
insect	noun	ADJ	adjective_modifier	beneficial Unfortu- nately	beneficial unfortu- nately	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	insect	beneficial unfortu- nately	0.9	noise_or_fragment_filter
insect	noun	ADJ	adjective_modifier	social Social insects	social social insects	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	insect	social social insects	0.9	noise_or_fragment_filter
instant	noun	ADJ	adjective_modifier	fleeting For a brief instant	fleeting for a brief instant	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	instant	fleeting for a brief instant	0.9	noise_or_fragment_filter
instant	noun	ADJ	adjective_modifier	(any) given	(any) given	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	instant	(any) given	0.9	noise_or_fragment_filter
insult	noun	ADJ	adjective_modifier	ultimate Whatever you do	ultimate whatever you do	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	insult	ultimate whatever you do	0.9	noise_or_fragment_filter
intake	noun	ADJ	adjective_modifier	increased [ fotal	increased [ fotal	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	intake	increased [ fotal	0.9	noise_or_fragment_filter
j survivor	noun	ADJ	adjective_modifier	great Like all great survivors	great like all great survivors	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	j survivor	great like all great survivors	0.9	noise_or_fragment_filter
jam	noun	ADJ	adjective_modifier	home-made	home-made	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	jam	home-made	0.9	noise_or_fragment_filter
jam	noun	ADJ	adjective_modifier	plum	plum	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	jam	plum	0.9	noise_or_fragment_filter
jam	noun	ADJ	adjective_modifier	strawberry	strawberry	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	jam	strawberry	0.9	noise_or_fragment_filter
jam	noun	ADJ	adjective_modifier	etc	etc	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	jam	etc	0.9	noise_or_fragment_filter
jar	noun	ADJ	adjective_modifier	jam	jam	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	jar	jam	0.9	noise_or_fragment_filter
journey	noun	ADJ	adjective_modifier	overland [	overland [	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	journey	overland [	0.9	noise_or_fragment_filter
joy	noun	ADJ	adjective_modifier	sudden [ inner	sudden [ inner	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	joy	sudden [ inner	0.9	noise_or_fragment_filter
landmark	noun	ADJ	adjective_modifier	familiar After twenty years	familiar after twenty years	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	landmark	familiar after twenty years	0.9	noise_or_fragment_filter
latin	noun	ADJ	adjective_modifier	medieval =>	medieval =>	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	latin	medieval =>	0.9	noise_or_fragment_filter
leg	noun	ADJ	adjective_modifier	leave (sb)	leave (sb)	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	leg	leave (sb)	0.9	noise_or_fragment_filter
legislature	noun	ADJ	adjective_modifier	unicameral } 109-member	unicameral } 109-member	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	legislature	unicameral } 109-member	0.9	noise_or_fragment_filter
likeness	noun	ADJ	adjective_modifier	superficial There’s a superficial likeness	superficial there’s a superficial likeness	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	likeness	superficial there’s a superficial likeness	0.9	noise_or_fragment_filter
location	noun	ADJ	adjective_modifier	undisclosed [ convenient	undisclosed [ convenient	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	location	undisclosed [ convenient	0.9	noise_or_fragment_filter
lounge	noun	ADJ	adjective_modifier	communal [ hote!	communal [ hote!	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	lounge	communal [ hote!	0.9	noise_or_fragment_filter
lounge	noun	ADJ	adjective_modifier	airport [ arrivals	airport [ arrivals	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	lounge	airport [ arrivals	0.9	noise_or_fragment_filter
lunge	noun	ADJ	adjective_modifier	sudden {	sudden {	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	lunge	sudden {	0.9	noise_or_fragment_filter
man	noun	ADJ	adjective_modifier	horrible What a horrible man!	horrible what a horrible man!	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	man	horrible what a horrible man!	0.9	noise_or_fragment_filter
man	noun	ADJ	adjective_modifier	rich } betting	rich } betting	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	man	rich } betting	0.9	noise_or_fragment_filter
mass	noun	ADJ	adjective_modifier	shapeless When	shapeless when	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	mass	shapeless when	0.9	noise_or_fragment_filter
matter	noun	ADJ	adjective_modifier	(no) simple	(no) simple	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	matter	(no) simple	0.9	noise_or_fragment_filter
meal	noun	ADJ	adjective_modifier	snatch~	snatch~	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	meal	snatch~	0.9	noise_or_fragment_filter
meal	noun	ADJ	adjective_modifier	start~ finish~	start~ finish~	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	meal	start~ finish~	0.9	noise_or_fragment_filter
meal	noun	ADJ	adjective_modifier	fix (sb)	fix (sb)	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	meal	fix (sb)	0.9	noise_or_fragment_filter
meal	noun	ADJ	adjective_modifier	make (sb)	make (sb)	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	meal	make (sb)	0.9	noise_or_fragment_filter
meal	noun	ADJ	adjective_modifier	prepare ~	prepare ~	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	meal	prepare ~	0.9	noise_or_fragment_filter
meal	noun	ADJ	adjective_modifier	provide sb (with)~	provide sb (with)~	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	meal	provide sb (with)~	0.9	noise_or_fragment_filter
mechanic	noun	ADJ	adjective_modifier	motor =>	motor =>	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	mechanic	motor =>	0.9	noise_or_fragment_filter
menu	noun	ADJ	adjective_modifier	tab! d’héte	tab! d’héte	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	menu	tab! d’héte	0.9	noise_or_fragment_filter
method	noun	ADJ	adjective_modifier	working ~s modern farming methads	working ~s modern farming methads	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	method	working ~s modern farming methads	0.9	noise_or_fragment_filter
milk	noun	ADJ	adjective_modifier	cow’s	cow’s	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	milk	cow’s	0.9	noise_or_fragment_filter
mind	noun	ADJ	adjective_modifier	one-track Honestly	one-track honestly	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	mind	one-track honestly	0.9	noise_or_fragment_filter
minister	noun	ADJ	adjective_modifier	principal Queen Elizabeth's chief minister	principal queen elizabeth's chief minister	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	minister	principal queen elizabeth's chief minister	0.9	noise_or_fragment_filter
missing	adjective	ADJ	adjective_modifier	joint a joint Anglo-American mission	joint a joint anglo-american mission	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	missing	joint a joint anglo-american mission	0.9	noise_or_fragment_filter
mix	noun	ADJ	adjective_modifier	intriguing [ rich	intriguing [ rich	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	mix	intriguing [ rich	0.9	noise_or_fragment_filter
moment	noun	ADJ	adjective_modifier	terrifying For one heart-stopping moment	terrifying for one heart-stopping moment	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	moment	terrifying for one heart-stopping moment	0.9	noise_or_fragment_filter
mountain	noun	ADJ	adjective_modifier	law [ beautiful	law [ beautiful	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	mountain	law [ beautiful	0.9	noise_or_fragment_filter
mouthpiece	noun	ADJ	adjective_modifier	lega!	lega!	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	mouthpiece	lega!	0.9	noise_or_fragment_filter
mouthpiece	noun	ADJ	adjective_modifier	decide (on)	decide (on)	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	mouthpiece	decide (on)	0.9	noise_or_fragment_filter
musician	noun	ADJ	adjective_modifier	play (sth)	play (sth)	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	musician	play (sth)	0.9	noise_or_fragment_filter
musician	noun	ADJ	adjective_modifier	tise (sth)	tise (sth)	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	musician	tise (sth)	0.9	noise_or_fragment_filter
musician	noun	ADJ	adjective_modifier	rehearse (sth) =	rehearse (sth) =	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	musician	rehearse (sth) =	0.9	noise_or_fragment_filter
name	noun	ADJ	adjective_modifier	stage George	stage george	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	name	stage george	0.9	noise_or_fragment_filter
nationalism	noun	ADJ	adjective_modifier	blac!	blac!	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	nationalism	blac!	0.9	noise_or_fragment_filter
nervous breakdown	noun	ADJ	adjective_modifier	ant’s	ant’s	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	nervous breakdown	ant’s	0.9	noise_or_fragment_filter
nightclub	noun	ADJ	adjective_modifier	topatop London nightclub	topatop london nightclub	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	nightclub	topatop london nightclub	0.9	noise_or_fragment_filter
notebook	noun	ADJ	adjective_modifier	shorthand [ reporter's	shorthand [ reporter's	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	notebook	shorthand [ reporter's	0.9	noise_or_fragment_filter
number	noun	ADJ	adjective_modifier	approximate [	approximate [	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	number	approximate [	0.9	noise_or_fragment_filter
oath	noun	ADJ	adjective_modifier	Hippocratic a doctor's Hippocraticoath	hippocratic a doctor's hippocraticoath	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	oath	hippocratic a doctor's hippocraticoath	0.9	noise_or_fragment_filter
observation	noun	ADJ	adjective_modifier	detailed } direct	detailed } direct	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	observation	detailed } direct	0.9	noise_or_fragment_filter
official	noun	ADJ	adjective_modifier	elected [	elected [	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	official	elected [	0.9	noise_or_fragment_filter
opinion	noun	ADJ	adjective_modifier	give (sb)	give (sb)	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	opinion	give (sb)	0.9	noise_or_fragment_filter
opinion	noun	ADJ	adjective_modifier	offer (sb)	offer (sb)	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	opinion	offer (sb)	0.9	noise_or_fragment_filter
opinion	noun	ADJ	adjective_modifier	public Contrary to popular opinion	public contrary to popular opinion	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	opinion	public contrary to popular opinion	0.9	noise_or_fragment_filter
opposition	noun	ADJ	adjective_modifier	meet (with)	meet (with)	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	opposition	meet (with)	0.9	noise_or_fragment_filter
outing	noun	ADJ	adjective_modifier	day’s	day’s	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	outing	day’s	0.9	noise_or_fragment_filter
page	noun	ADJ	adjective_modifier	opposite There’s a phata	opposite there’s a phata	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	page	opposite there’s a phata	0.9	noise_or_fragment_filter
page	noun	ADJ	adjective_modifier	turn (over)	turn (over)	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	page	turn (over)	0.9	noise_or_fragment_filter
page	noun	ADJ	adjective_modifier	tear (out)	tear (out)	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	page	tear (out)	0.9	noise_or_fragment_filter
painter	noun	ADJ	adjective_modifier	court Rudolf IT's court painter	court rudolf it's court painter	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	painter	court rudolf it's court painter	0.9	noise_or_fragment_filter
painter	noun	ADJ	adjective_modifier	etc. =>	etc. =>	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	painter	etc. =>	0.9	noise_or_fragment_filter
palm	noun	ADJ	adjective_modifier	oi!	oi!	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	palm	oi!	0.9	noise_or_fragment_filter
passage	noun	ADJ	adjective_modifier	back(=rectum)	back(=rectum)	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	passage	back(=rectum)	0.9	noise_or_fragment_filter
peculiarity	noun	ADJ	adjective_modifier	physical } individual	physical } individual	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	peculiarity	physical } individual	0.9	noise_or_fragment_filter
penalty	noun	ADJ	adjective_modifier	give (sb)	give (sb)	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	penalty	give (sb)	0.9	noise_or_fragment_filter
period	noun	ADJ	adjective_modifier	lat the late Victorian period	lat the late victorian period	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	period	lat the late victorian period	0.9	noise_or_fragment_filter
photograph	noun	ADJ	adjective_modifier	out of focus Thi:	out of focus thi:	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	photograph	out of focus thi:	0.9	noise_or_fragment_filter
pilot	noun	ADJ	adjective_modifier	crash (sth)	crash (sth)	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	pilot	crash (sth)	0.9	noise_or_fragment_filter
plane	noun	ADJ	adjective_modifier	higher With practice	higher with practice	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	plane	higher with practice	0.9	noise_or_fragment_filter
plant	noun	ADJ	adjective_modifier	poisonous } : perennial	poisonous } : perennial	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	plant	poisonous } : perennial	0.9	noise_or_fragment_filter
plant	noun	ADJ	adjective_modifier	leguminous } strawberry	leguminous } strawberry	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	plant	leguminous } strawberry	0.9	noise_or_fragment_filter
playgroup	noun	ADJ	adjective_modifier	start (at)	start (at)	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	playgroup	start (at)	0.9	noise_or_fragment_filter
pond	noun	ADJ	adjective_modifier	small } stagnant	small } stagnant	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	pond	small } stagnant	0.9	noise_or_fragment_filter
population	noun	ADJ	adjective_modifier	ex- } ceed sth	ex- } ceed sth	high	adj_noun_collocations.tsv	adj_noun_positive.tsv	population	ex- } ceed sth	0.9	noise_or_fragment_filter
